Recipient_ID,Gender,age,income,Credit_Score,Education_Level,Region,Telephone_No
1006020,Joint,65-74,8700,643,3,North,7968974321
1006021,Male,35-44,6120,869,2,North,7027943668
1006022,Joint,45-54,7860,822,2,North,6939473174
1006023,Male,>74,16140,670,2,south,2477142737
1006024,Joint,35-44,21420,643,1,North,4027667204
1006025,Sex Not Available,55-64,,677,1,south,4580647794
1006026,Female,35-44,8820,551,1,south,1479750522
1006027,Joint,35-44,4260,895,2,south,8713389759
1006028,Sex Not Available,65-74,4140,802,2,south,9821929581
1006029,Sex Not Available,25-34,3600,816,3,south,7109709954
1006030,Female,35-44,1920,851,1,central,6306515347
1006031,Joint,35-44,8940,738,1,south,2878568624
1006032,Male,45-54,,875,3,central,8377785676
1006033,Male,55-64,3780,828,2,North,7919814102
1006034,Sex Not Available,35-44,15060,623,3,south,5114129638
1006035,Male,35-44,3360,631,1,North,6402847377
1006036,Sex Not Available,55-64,6420,845,2,south,2725127663
1006037,Sex Not Available,35-44,11280,832,3,south,7206084390
1006038,Sex Not Available,55-64,6240,653,1,south,1931628737
1006039,Joint,45-54,10980,683,1,central,6857194428
1006040,Joint,45-54,7260,791,3,central,7235713857
1006041,Joint,55-64,4200,623,3,south,9266482689
1006042,Sex Not Available,>74,2460,751,2,south,2537403335
1006043,Joint,65-74,4620,739,1,North,9853858917
1006044,Male,45-54,4740,796,3,south,1862465775
1006045,Joint,>74,7500,558,1,North,9059259068
1006046,Sex Not Available,55-64,,799,2,south,7574659574
1006047,Sex Not Available,65-74,3600,761,3,North,3967402555
1006048,Joint,35-44,28560,860,1,North,3624645956
1006049,Sex Not Available,35-44,2160,641,1,south,4795556525
1006050,Male,35-44,3840,770,1,North,5323793085
1006051,Male,55-64,2940,840,1,North,2386788170
1006052,Joint,25-34,5820,786,2,south,5429521426
1006053,Sex Not Available,25-34,14820,710,3,south,2505182173
1006054,Sex Not Available,45-54,4440,795,1,south,2082527764
1006055,Joint,>74,2460,603,3,North,8740993424
1006056,Sex Not Available,45-54,10680,789,2,south,2055336494
1006057,Female,65-74,5280,699,3,North,6605702710
1006058,Joint,25-34,4440,886,3,North,4817482815
1006059,Female,35-44,3840,523,3,North,7646729119
1006060,Joint,35-44,14220,685,2,North,7217083512
1006061,Joint,35-44,13260,513,3,south,8293397502
1006062,Female,35-44,4980,865,1,North,2558388090
1006063,Sex Not Available,55-64,7560,890,3,south,5948071766
1006064,Male,35-44,8700,832,1,North,4004250667
1006065,Female,55-64,2040,824,1,North,3828594871
1006066,Joint,45-54,5820,831,2,North,4530521604
1006067,Female,55-64,2880,883,1,North,1553798809
1006068,Joint,35-44,6180,548,2,North,2810481111
1006069,Joint,45-54,,640,3,south,3558405388
1006070,Joint,65-74,4200,828,2,North,8637377203
1006071,Female,45-54,7800,758,3,North,1739108837
1006072,Female,25-34,8520,581,1,North,4763033671
1006073,Sex Not Available,35-44,,679,3,North,7703531503
1006074,Joint,45-54,16200,802,2,North,3748368865
1006075,Sex Not Available,55-64,3360,773,2,south,9602991229
1006076,Sex Not Available,55-64,2460,525,3,south,5009504810
1006077,Female,35-44,7860,613,1,North,9193345348
1006078,Joint,65-74,3060,713,1,North,1049927998
1006079,Sex Not Available,>74,5100,823,1,south,3634164542
1006080,Joint,65-74,3780,529,2,North,2549425462
1006081,Female,45-54,8520,536,3,North,4014538687
1006082,Joint,45-54,12180,689,3,south,6214390101
1006083,Male,65-74,5520,548,1,south,3495263683
1006084,Sex Not Available,55-64,,788,2,south,3936337530
1006085,Sex Not Available,35-44,6780,820,1,south,5831951734
1006086,Male,25-34,20940,502,1,central,7010445573
1006087,Sex Not Available,25-34,,848,1,south,3648752744
1006088,Male,55-64,33540,889,2,North,9536824664
1006089,Male,>74,,607,2,North,5059403680
1006090,Joint,45-54,23940,786,1,south,6992261772
1006091,Joint,25-34,2460,800,2,south,7762336059
1006092,Male,35-44,11340,826,3,south,2626507447
1006093,Male,65-74,20580,880,3,North,3070866819
1006094,Female,45-54,6660,652,3,North,5356740813
1006095,Male,45-54,7020,559,2,North,4974527629
1006096,Sex Not Available,65-74,2700,635,1,south,5514581146
1006097,Sex Not Available,55-64,3420,547,2,south,2009605115
1006098,Sex Not Available,55-64,4860,631,3,south,7629587484
1006099,Female,<25,5580,548,2,south,5044875789
1006100,Male,45-54,13800,801,2,North,3389737475
1006101,Male,45-54,4380,887,3,south,1983520416
1006102,Joint,35-44,,624,3,North-East,3100747984
1006103,Sex Not Available,25-34,2880,728,2,south,6753937237
1006104,Joint,45-54,4800,797,2,North,3049025721
1006105,Female,25-34,3540,759,3,North,1064682031
1006106,Female,55-64,5400,541,2,North,9740445393
1006107,Female,55-64,28020,683,3,North,7808346993
1006108,Female,65-74,5100,836,1,North,2314513474
1006109,Male,25-34,8520,644,2,south,1400342622
1006110,Male,25-34,4200,692,2,North,7080548090
1006111,Joint,35-44,,831,1,North,3825253665
1006112,Male,45-54,900,746,3,central,3070697945
1006113,Joint,45-54,3780,796,3,south,2881624598
1006114,Sex Not Available,35-44,12240,755,1,south,6526912408
1006115,Joint,25-34,5220,751,3,North,3811901099
1006116,Male,35-44,4620,512,3,central,5626091197
1006117,Sex Not Available,45-54,7380,685,2,south,1151526588
1006118,Joint,35-44,8280,877,1,North,2923414757
1006119,Sex Not Available,45-54,5880,726,3,south,5898353025
1006120,Joint,45-54,14580,542,1,North,1866317455
1006121,Sex Not Available,65-74,5880,779,1,south,2431338783
1006122,Male,55-64,15780,694,3,North,3998975640
1006123,Joint,65-74,6600,723,3,central,1500531252
1006124,Female,55-64,5460,872,2,North,9681071295
1006125,Male,55-64,3720,770,1,south,2418711983
1006126,Male,55-64,2880,539,1,North,9135868361
1006127,Female,>74,5220,744,1,south,5641799291
1006128,Female,25-34,5700,793,1,North,2427909911
1006129,Sex Not Available,25-34,3180,737,3,south,4492982412
1006130,Male,25-34,6000,727,3,North,9753163973
1006131,Joint,55-64,9780,753,3,North,8167968094
1006132,Joint,35-44,11400,636,1,south,3082825888
1006133,Joint,25-34,7080,832,1,North,1106119034
1006134,Male,65-74,1560,881,3,North,6537358221
1006135,Joint,35-44,10320,572,3,North,5371409602
1006136,Male,45-54,6540,526,3,North,7336501375
1006137,Male,45-54,4980,711,2,North,5349638253
1006138,Joint,25-34,18360,851,2,central,7654241508
1006139,Female,55-64,5940,558,3,North,7462991858
1006140,Male,45-54,3240,760,1,North,4668918289
1006141,Sex Not Available,35-44,5460,693,2,south,4681402009
1006142,Sex Not Available,65-74,1500,837,2,south,6619527053
1006143,Male,25-34,5880,848,1,North,5780660488
1006144,Female,35-44,5700,870,3,North,7556355881
1006145,Joint,25-34,5520,630,1,North,6305054530
1006146,Male,35-44,10740,651,1,North,2211109352
1006147,Female,45-54,3840,618,3,North,4075395126
1006148,Female,45-54,12240,515,2,North,9573836125
1006149,Joint,65-74,3900,819,2,North,1723000235
1006150,Joint,45-54,3180,809,2,North,4681201555
1006151,Joint,55-64,4020,664,3,North,9048439398
1006152,Female,35-44,8820,882,2,south,6334881529
1006153,Female,45-54,4800,737,3,North,4737363650
1006154,Male,35-44,,888,2,North,3061238661
1006155,Sex Not Available,35-44,,881,2,south,4319101981
1006156,Male,35-44,,747,2,North,8942734995
1006157,Female,55-64,6840,900,1,North,4278932080
1006158,Joint,25-34,5820,874,3,North,8428258468
1006159,Sex Not Available,35-44,8160,834,2,south,3917763293
1006160,Sex Not Available,35-44,10140,887,1,south,8634051232
1006161,Female,65-74,3120,627,1,North,1116847139
1006162,Joint,55-64,3660,532,2,North,8382173703
1006163,Male,45-54,11040,718,2,North,1683831372
1006164,Female,55-64,4620,899,3,south,2520266046
1006165,Sex Not Available,>74,1260,868,3,south,2515663366
1006166,Joint,35-44,11820,521,3,central,2959325154
1006167,Joint,35-44,7260,847,3,south,6461356220
1006168,Male,55-64,4620,676,2,North-East,6112148102
1006169,Joint,>74,14700,884,1,North,6751426850
1006170,Joint,35-44,8760,625,2,North,4376481117
1006171,Joint,25-34,2400,707,2,North,8258743587
1006172,Female,45-54,3300,693,3,North,6930023574
1006173,Male,45-54,6240,797,2,North,7311677444
1006174,Sex Not Available,45-54,2760,575,3,south,2051702354
1006175,Joint,25-34,16500,842,3,North,8563316768
1006176,Female,65-74,5880,799,3,North,4593290409
1006177,Male,25-34,4080,652,1,south,3742652662
1006178,Male,45-54,8520,825,2,south,8254008215
1006179,Male,35-44,5400,828,3,North,4666107998
1006180,Male,55-64,2100,584,3,North,5091590483
1006181,Joint,35-44,3720,865,2,North,3569972905
1006182,Male,45-54,5520,650,3,North,3026578226
1006183,Male,65-74,,504,3,North,5984302050
1006184,Sex Not Available,65-74,6180,636,2,south,5166778002
1006185,Joint,45-54,6720,607,2,North,1233704589
1006186,Male,65-74,4860,506,2,North,1208620194
1006187,Joint,55-64,10620,528,3,North,7587146637
1006188,Male,25-34,6000,542,1,south,1935271600
1006189,Joint,35-44,,756,3,North,5483215043
1006190,Male,45-54,6720,839,2,south,4254788828
1006191,Sex Not Available,65-74,3180,741,1,south,3418481739
1006192,Sex Not Available,25-34,2940,557,1,south,6734362414
1006193,Male,55-64,2100,651,2,North,2583258813
1006194,Male,45-54,29340,657,1,south,5071763827
1006195,Joint,>74,2220,643,3,North,7114044590
1006196,Joint,25-34,7740,735,1,North,8894974940
1006197,Joint,25-34,7020,802,3,North,5261214798
1006198,Joint,45-54,30900,593,3,North,3129434622
1006199,Joint,45-54,10380,609,1,North,2645570396
1006200,Male,65-74,3000,850,1,North,4012728375
1006201,Male,55-64,,704,1,North,3222237949
1006202,Male,45-54,9000,681,2,North,1485880197
1006203,Male,25-34,16080,575,2,North,4235248087
1006204,Female,45-54,8820,839,3,south,4192758164
1006205,Male,25-34,,762,1,North,2455159537
1006206,Female,55-64,3840,526,1,North,2662886648
1006207,Female,55-64,17700,718,3,North,1938379212
1006208,Joint,25-34,6300,647,1,south,4451042165
1006209,Female,25-34,3000,637,2,North,3068975059
1006210,Joint,55-64,2940,735,1,south,6351198746
1006211,Joint,35-44,15960,807,2,North,3142047490
1006212,Joint,35-44,10680,548,2,North,4553247109
1006213,Male,65-74,1560,834,3,North,5627330762
1006214,Sex Not Available,35-44,11460,676,2,south,4797499688
1006215,Sex Not Available,55-64,11400,750,1,south,4189008084
1006216,Male,45-54,3240,655,1,North,7402527712
1006217,Joint,55-64,10800,753,3,North,3549063244
1006218,Sex Not Available,45-54,3720,882,3,south,8402070717
1006219,Sex Not Available,55-64,9360,675,2,south,9549402019
1006220,Sex Not Available,45-54,,548,2,south,8669089967
1006221,Sex Not Available,55-64,9780,655,3,south,9311587547
1006222,Female,45-54,4080,583,1,south,7205218707
1006223,Male,35-44,8520,689,3,south,7999857351
1006224,Joint,45-54,2700,775,3,central,9370583675
1006225,Sex Not Available,35-44,7500,635,3,south,7522822772
1006226,Male,25-34,10440,844,2,south,6026881627
1006227,Female,35-44,3720,772,3,North,7479749539
1006228,Female,25-34,7620,586,1,North,3509064772
1006229,Female,65-74,1800,596,1,North,2561182168
1006230,Joint,65-74,3120,628,1,North,6130455403
1006231,Joint,25-34,8400,686,2,North,4987119010
1006232,Joint,35-44,6420,730,3,North,3846392141
1006233,Joint,25-34,9900,863,2,North,7607681695
1006234,Joint,35-44,4800,748,1,south,6659847247
1006235,Joint,35-44,4980,750,2,North,5526583324
1006236,Joint,55-64,,693,2,North,6658012067
1006237,Sex Not Available,<25,1200,551,1,south,9502744498
1006238,Joint,25-34,8760,720,2,North,8357675192
1006239,Joint,45-54,13380,805,1,North,4092852151
1006240,Male,35-44,4320,610,1,south,2174768150
1006241,Sex Not Available,45-54,13200,602,1,south,5342751642
1006242,Sex Not Available,35-44,5400,588,1,south,9795897143
1006243,Joint,35-44,8520,656,1,central,5451175526
1006244,Joint,25-34,,836,1,North,7458440225
1006245,Sex Not Available,35-44,6120,566,3,south,9521104512
1006246,Joint,55-64,5160,551,1,south,2026365739
1006247,Joint,35-44,5760,551,1,south,2357255883
1006248,Joint,35-44,7260,820,3,North,9101440712
1006249,Sex Not Available,55-64,8040,755,1,south,5621267894
1006250,Female,65-74,6360,635,1,North,1915933800
1006251,Sex Not Available,25-34,4560,811,1,south,9707828521
1006252,Male,55-64,4920,554,3,central,9048444836
1006253,Male,35-44,2580,885,2,south,5103365061
1006254,Sex Not Available,>74,2460,612,2,south,5695045647
1006255,Joint,>74,7560,605,2,North,3609589554
1006256,Joint,35-44,13200,590,2,central,2386649731
1006257,Female,35-44,3720,831,3,North-East,9373254658
1006258,Female,25-34,3660,578,2,North,6585749153
1006259,Joint,45-54,5520,738,2,south,5642041091
1006260,Sex Not Available,65-74,3960,692,3,south,6825909799
1006261,Sex Not Available,35-44,10200,796,2,south,8073017095
1006262,Female,35-44,6240,735,1,south,1669659401
1006263,Male,45-54,6360,687,3,North,3064851646
1006264,Sex Not Available,45-54,26340,784,2,south,1066070368
1006265,Sex Not Available,35-44,4860,835,2,south,2377166080
1006266,Male,45-54,39000,861,2,North,4857720950
1006267,Female,45-54,3300,744,1,North,1729953711
1006268,Sex Not Available,45-54,5580,809,1,south,3321800061
1006269,Joint,25-34,13680,824,2,North,6505916140
1006270,Sex Not Available,45-54,55380,622,1,south,2570913621
1006271,Sex Not Available,65-74,2040,614,1,south,9305886419
1006272,Male,45-54,5160,559,1,south,6925450203
1006273,Sex Not Available,45-54,7500,777,3,south,4858507213
1006274,Sex Not Available,45-54,5280,883,2,south,8332614482
1006275,Sex Not Available,45-54,6360,654,1,south,5319169711
1006276,Male,55-64,6660,581,3,North,1199798778
1006277,Female,55-64,7080,804,2,North,7545684072
1006278,Female,>74,15000,893,3,North,9370567842
1006279,Joint,55-64,2640,713,2,North,9582342808
1006280,Female,35-44,12900,536,3,North,1307315437
1006281,Joint,25-34,11880,880,1,south,6966554619
1006282,Joint,45-54,8160,511,1,central,4269494316
1006283,Joint,65-74,2100,851,3,south,2133680254
1006284,Joint,35-44,11040,651,3,North,5516857848
1006285,Female,35-44,2880,879,3,North,8042897238
1006286,Female,55-64,8340,789,3,North,6501937871
1006287,Joint,65-74,4140,563,2,North,2112900129
1006288,Female,55-64,5520,579,3,North,9429363607
1006289,Female,45-54,2340,632,1,North,4936950548
1006290,Joint,65-74,8940,720,2,North,3627937023
1006291,Male,45-54,6960,848,1,North,7860106252
1006292,Male,25-34,5340,670,3,North,2947877182
1006293,Joint,35-44,8580,815,3,North,8143627834
1006294,Joint,35-44,3240,865,2,North,6271135875
1006295,Male,65-74,3180,887,3,south,1601792350
1006296,Joint,45-54,7680,705,3,North,4482581871
1006297,Male,55-64,9480,579,2,North-East,2123665065
1006298,Sex Not Available,35-44,9840,733,2,south,7607822156
1006299,Female,35-44,,743,3,south,7804734595
1006300,Female,45-54,8400,679,1,south,5554686595
1006301,Sex Not Available,45-54,4620,708,1,south,6564194502
1006302,Male,<25,2580,774,2,North,4901769831
1006303,Female,65-74,3240,837,1,south,4933379311
1006304,Female,55-64,1140,637,3,North,4488773879
1006305,Male,35-44,4980,784,2,south,9691119046
1006306,Sex Not Available,45-54,3120,718,3,south,2778420109
1006307,Female,35-44,5400,749,3,North-East,4516430891
1006308,Female,25-34,5040,650,1,North,2862225429
1006309,Sex Not Available,>74,1860,627,2,south,4764901820
1006310,Joint,35-44,3540,659,1,North,7098409140
1006311,Joint,35-44,0,874,3,south,6720760729
1006312,Male,55-64,3540,747,2,North,8284837558
1006313,Male,65-74,5280,829,2,North,9052503108
1006314,Sex Not Available,35-44,11880,890,3,south,4357998696
1006315,Joint,45-54,6300,861,2,central,2167806108
1006316,Sex Not Available,45-54,5520,869,3,south,8878349098
1006317,Sex Not Available,25-34,3540,581,3,south,3700429286
1006318,Sex Not Available,45-54,20880,698,3,south,5440013689
1006319,Joint,35-44,7320,631,1,central,2356017228
1006320,Female,45-54,3480,741,3,North,7649790311
1006321,Sex Not Available,45-54,6780,751,2,south,1836233645
1006322,Female,55-64,1800,592,1,south,6361142438
1006323,Female,25-34,5700,815,2,North,2638950830
1006324,Sex Not Available,55-64,3600,732,3,south,4384365847
1006325,Joint,45-54,19260,518,3,south,3804906475
1006326,Male,35-44,2160,608,3,North,9168641046
1006327,Female,35-44,3660,650,1,North,6952099596
1006328,Joint,25-34,5220,786,2,south,9772381180
1006329,Joint,45-54,25320,503,1,North,2353712797
1006330,Male,>74,6300,804,1,North,7311303348
1006331,Sex Not Available,25-34,3840,815,3,south,9239447683
1006332,Joint,55-64,9360,702,2,south,6944207000
1006333,Sex Not Available,45-54,6420,565,3,south,2279434302
1006334,Sex Not Available,65-74,5880,825,3,south,2425019004
1006335,Male,45-54,4020,541,3,North,3324835096
1006336,Sex Not Available,55-64,11400,572,2,south,3395103301
1006337,Male,25-34,5460,769,1,North,6156786846
1006338,Sex Not Available,>74,5760,687,1,south,4592318059
1006339,Male,35-44,3960,859,2,North,1264368876
1006340,Male,>74,3540,633,1,North,3270410446
1006341,Male,55-64,4620,515,2,North,7475184440
1006342,Sex Not Available,25-34,3000,566,3,south,3757875772
1006343,Male,55-64,6420,833,3,North,9809854519
1006344,Joint,65-74,2160,683,2,central,6008593370
1006345,Male,45-54,8340,539,1,North,8160468449
1006346,Male,35-44,5400,734,1,North,4996044539
1006347,Joint,>74,5280,753,1,south,1632101518
1006348,Male,55-64,2160,682,3,North,2466822353
1006349,Joint,55-64,5820,800,1,central,7032890355
1006350,Male,55-64,4080,513,1,North,4315143045
1006351,Joint,25-34,10140,581,3,central,1810036270
1006352,Joint,65-74,3540,526,1,North,8994380309
1006353,Sex Not Available,45-54,4380,831,1,south,4569611533
1006354,Joint,55-64,14520,581,3,south,8828082242
1006355,Male,65-74,2520,519,2,North,2477709599
1006356,Joint,45-54,6900,695,3,North,4820501484
1006357,Sex Not Available,55-64,17700,518,2,south,2155339445
1006358,Male,55-64,4980,579,1,North,1737524709
